OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,OrderQuantity,DiscountApplied,UnitCost,UnitPrice,TotalRevenue,TotalCost,Profit,DiscountedRevenue
"SO - 0004115",Distributor,WARE-UHY1004,2019-05-15,2019-09-18,2019-09-23,2019-09-30,USD,23,45,216,47,7,0.2,610.24,884.4,6190.8,4271.68,1919.12,4952.64
"SO - 0004118",In-Store,WARE-NMK1003,2019-05-15,2019-09-19,2019-09-24,2019-09-28,USD,1,12,167,7,4,0.2,516.84,891.1,3564.4,2067.36,1497.04,2851.52
"SO - 0004120",Distributor,WARE-XYS1001,2019-05-15,2019-09-19,2019-09-23,2019-09-24,USD,22,24,42,43,7,0.4,325.55,757.1,5299.7,2278.85,3020.85,3179.82
"SO - 0004121",Distributor,WARE-NMK1003,2019-05-15,2019-09-19,2019-10-07,2019-10-11,USD,22,29,198,27,1,0.05,113.97,180.9,180.9,113.97,66.93,171.86
"SO - 0004123",Wholesale,WARE-PUJ1005,2019-05-15,2019-09-20,2019-10-08,2019-10-09,USD,27,29,315,39,6,0.3,108,174.2,1045.2,648,397.2,731.64
"SO - 0004124",Wholesale,WARE-NBV1002,2019-05-15,2019-09-20,2019-09-30,2019-10-02,USD,27,40,62,29,4,0.075,134.87,221.1,884.4,539.48,344.92,818.07
"SO - 0004129",In-Store,WARE-NBV1002,2019-05-15,2019-09-20,2019-09-24,2019-09-29,USD,9,2,59,23,7,0.3,176.88,268,1876,1238.16,637.84,1313.2
"SO - 0004136",Online,WARE-NMK1003,2019-05-15,2019-09-21,2019-09-25,2019-09-26,USD,18,30,141,32,6,0.2,154.37,214.4,1286.4,926.22,360.18,1029.12
"SO - 0004137",In-Store,WARE-UHY1004,2019-05-15,2019-09-21,2019-09-30,2019-10-04,USD,4,32,226,7,4,0.05,797.77,984.9,3939.6,3191.08,748.52,3742.62
"SO - 0004139",In-Store,WARE-NMK1003,2019-05-15,2019-09-21,2019-10-02,2019-10-04,USD,7,9,166,25,7,0.2,748.52,891.1,6237.7,5239.64,998.06,4990.16
"SO - 0004152",Online,WARE-UHY1004,2019-05-15,2019-09-23,2019-10-01,2019-10-06,USD,13,30,246,12,7,0.1,159.19,241.2,1688.4,1114.33,574.07,1519.56
"SO - 0004153",In-Store,WARE-MKL1006,2019-05-15,2019-09-23,2019-10-14,2019-10-24,USD,1,41,348,18,1,0.05,179.56,268,268,179.56,88.44,254.6
"SO - 0004154",Online,WARE-NMK1003,2019-05-15,2019-09-23,2019-10-15,2019-10-20,USD,18,33,177,11,2,0.075,90.45,167.5,335,180.9,154.1,309.88
"SO - 0004158",Wholesale,WARE-PUJ1005,2019-05-15,2019-09-23,2019-09-26,2019-10-01,USD,27,5,273,3,2,0.05,75.38,167.5,335,150.76,184.24,318.25
"SO - 0004159",Online,WARE-XYS1001,2019-05-15,2019-09-23,2019-10-20,2019-10-26,USD,20,3,12,23,8,0.1,97.15,194.3,1554.4,777.2,777.2,1398.96
"SO - 0004173",In-Store,WARE-UHY1004,2019-05-15,2019-09-25,2019-10-21,2019-10-29,USD,12,44,209,5,5,0.1,203.28,247.9,1239.5,1016.4,223.1,1115.55
"SO - 0004175",Wholesale,WARE-PUJ1005,2019-05-15,2019-09-26,2019-10-02,2019-10-05,USD,27,49,299,6,1,0.15,137.48,254.6,254.6,137.48,117.12,216.41
"SO - 0004188",Online,WARE-PUJ1005,2019-05-15,2019-09-27,2019-10-22,2019-10-28,USD,18,44,286,33,7,0.05,437.18,971.5,6800.5,3060.26,3740.24,6460.48
"SO - 0004189",Distributor,WARE-NBV1002,2019-05-15,2019-09-28,2019-10-25,2019-10-30,USD,22,16,64,38,4,0.2,142.38,167.5,670,569.52,100.48,536
"SO - 0004200",Distributor,WARE-NMK1003,2019-05-15,2019-09-28,2019-10-03,2019-10-11,USD,21,32,161,47,4,0.075,112.76,221.1,884.4,451.04,433.36,818.07
"SO - 0004206",Wholesale,WARE-NBV1002,2019-05-15,2019-09-29,2019-10-23,2019-10-29,USD,28,41,64,8,1,0.075,587.93,904.5,904.5,587.93,316.57,836.66
"SO - 0004211",Online,WARE-UHY1004,2019-05-15,2019-09-30,2019-10-08,2019-10-17,USD,19,27,223,6,1,0.05,391.28,978.2,978.2,391.28,586.92,929.29
"SO - 0004225",In-Store,WARE-MKL1006,2019-05-15,2019-10-01,2019-10-09,2019-10-18,USD,7,12,357,10,8,0.1,171.52,268,2144,1372.16,771.84,1929.6
"SO - 0004226",Wholesale,WARE-NMK1003,2019-05-15,2019-10-01,2019-10-23,2019-10-31,USD,25,48,149,31,1,0.075,656.47,924.6,924.6,656.47,268.13,855.26
"SO - 0004244",In-Store,WARE-NMK1003,2019-05-15,2019-10-04,2019-10-18,2019-10-25,USD,1,47,186,46,6,0.075,555.3,750.4,4502.4,3331.8,1170.6,4164.72
"SO - 0004253",Online,WARE-UHY1004,2019-05-15,2019-10-05,2019-10-24,2019-10-30,USD,12,38,246,37,8,0.15,156.18,247.9,1983.2,1249.44,733.76,1685.72
"SO - 0004256",In-Store,WARE-PUJ1005,2019-05-15,2019-10-05,2019-10-08,2019-10-14,USD,11,3,300,10,3,0.3,162.94,254.6,763.8,488.82,274.98,534.66
"SO - 0004259",Wholesale,WARE-PUJ1005,2019-05-15,2019-10-06,2019-11-03,2019-11-04,USD,27,16,319,7,1,0.15,163.21,194.3,194.3,163.21,31.09,165.16
"SO - 0004268",Online,WARE-NMK1003,2019-05-15,2019-10-07,2019-11-04,2019-11-11,USD,13,50,169,41,1,0.1,148.74,201,201,148.74,52.26,180.9
"SO - 0004275",Online,WARE-NBV1002,2019-05-15,2019-10-08,2019-10-20,2019-10-21,USD,18,40,83,26,3,0.2,524.48,690.1,2070.3,1573.44,496.86,1656.24
"SO - 0004278",Distributor,WARE-MKL1006,2019-05-15,2019-10-08,2019-10-31,2019-11-08,USD,23,23,349,22,4,0.3,723.6,904.5,3618,2894.4,723.6,2532.6
"SO - 0004284",Online,WARE-NBV1002,2019-05-15,2019-10-09,2019-10-13,2019-10-19,USD,18,32,76,39,5,0.1,173.66,241.2,1206,868.3,337.7,1085.4
"SO - 0004286",In-Store,WARE-MKL1006,2019-08-23,2019-10-09,2019-11-01,2019-11-10,USD,5,4,361,10,2,0.05,337.68,703.5,1407,675.36,731.64,1336.65
"SO - 0004288",Online,WARE-NMK1003,2019-05-15,2019-10-09,2019-10-28,2019-11-04,USD,16,38,107,12,6,0.2,152.56,221.1,1326.6,915.36,411.24,1061.28
"SO - 0004291",Wholesale,WARE-UHY1004,2019-08-23,2019-10-10,2019-10-25,2019-10-30,USD,28,3,260,16,1,0.1,525.55,991.6,991.6,525.55,466.05,892.44
"SO - 0004295",In-Store,WARE-NMK1003,2019-05-15,2019-10-10,2019-11-02,2019-11-07,USD,5,44,162,18,7,0.075,124.29,234.5,1641.5,870.03,771.47,1518.39
"SO - 0004297",Distributor,WARE-NMK1003,2019-05-15,2019-10-10,2019-10-23,2019-10-27,USD,25,25,99,21,8,0.1,101.64,247.9,1983.2,813.12,1170.08,1784.88
"SO - 0004301",Online,WARE-NMK1003,2019-08-23,2019-10-12,2019-10-18,2019-10-24,USD,14,33,164,10,5,0.1,168.84,201,1005,844.2,160.8,904.5
"SO - 0004303",Online,WARE-PUJ1005,2019-05-15,2019-10-12,2019-11-04,2019-11-13,USD,15,5,272,13,4,0.05,507.93,891.1,3564.4,2031.72,1532.68,3386.18
"SO - 0004305",In-Store,WARE-NBV1002,2019-05-15,2019-10-12,2019-11-02,2019-11-12,USD,6,2,83,47,2,0.1,112.76,221.1,442.2,225.52,216.68,397.98
"SO - 0004314",In-Store,WARE-NMK1003,2019-08-23,2019-10-13,2019-10-30,2019-11-07,USD,1,8,120,46,4,0.15,185.86,254.6,1018.4,743.44,274.96,865.64
"SO - 0004321",In-Store,WARE-PUJ1005,2019-05-15,2019-10-14,2019-10-20,2019-10-21,USD,4,10,295,13,3,0.075,526.62,877.7,2633.1,1579.86,1053.24,2435.62
"SO - 0004329",Distributor,WARE-NMK1003,2019-08-23,2019-10-15,2019-10-31,2019-11-03,USD,25,35,143,19,7,0.05,146.33,261.3,1829.1,1024.31,804.79,1737.64
"SO - 0004334",In-Store,WARE-UHY1004,2019-08-23,2019-10-16,2019-11-08,2019-11-11,USD,4,47,228,38,4,0.2,187.6,268,1072,750.4,321.6,857.6
"SO - 0004335",Online,WARE-XYS1001,2019-05-15,2019-10-16,2019-10-31,2019-11-05,USD,17,45,26,3,2,0.05,100.23,227.8,455.6,200.46,255.14,432.82
"SO - 0004336",Online,WARE-XYS1001,2019-05-15,2019-10-16,2019-10-22,2019-10-23,USD,16,1,26,23,5,0.05,227.8,268,1340,1139,201,1273
"SO - 0004338",In-Store,WARE-PUJ1005,2019-08-23,2019-10-16,2019-10-22,2019-10-30,USD,4,17,279,27,1,0.075,439.86,676.7,676.7,439.86,236.84,625.95
"SO - 0004345",In-Store,WARE-PUJ1005,2019-08-23,2019-10-18,2019-11-03,2019-11-09,USD,4,24,323,34,2,0.05,109.75,174.2,348.4,219.5,128.9,330.98
"SO - 0004355",In-Store,WARE-XYS1001,2019-05-15,2019-10-19,2019-11-13,2019-11-16,USD,12,11,12,19,8,0.075,408.7,670,5360,3269.6,2090.4,4958
"SO - 0004358",In-Store,WARE-XYS1001,2019-05-15,2019-10-19,2019-11-11,2019-11-16,USD,11,2,25,29,5,0.1,407.09,830.8,4154,2035.45,2118.55,3738.6
"SO - 0004371",In-Store,WARE-NBV1002,2019-05-15,2019-10-21,2019-11-18,2019-11-24,USD,9,2,68,14,2,0.075,126.63,234.5,469,253.26,215.74,433.82
"SO - 0004372",Online,WARE-NMK1003,2019-08-23,2019-10-21,2019-11-13,2019-11-21,USD,17,39,151,8,6,0.15,670.74,944.7,5668.2,4024.44,1643.76,4817.97
"SO - 0004377",In-Store,WARE-MKL1006,2019-08-23,2019-10-22,2019-11-11,2019-11-20,USD,5,46,333,46,2,0.075,132.66,241.2,482.4,265.32,217.08,446.22
"SO - 0004394",In-Store,WARE-MKL1006,2019-05-15,2019-10-24,2019-11-04,2019-11-11,USD,2,2,360,27,1,0.05,399.32,998.3,998.3,399.32,598.98,948.38
"SO - 0004397",Online,WARE-NMK1003,2019-05-15,2019-10-24,2019-11-03,2019-11-12,USD,13,6,102,42,1,0.075,97.95,227.8,227.8,97.95,129.85,210.72
"SO - 0004411",Distributor,WARE-NMK1003,2019-08-23,2019-10-26,2019-11-14,2019-11-22,USD,23,29,185,35,8,0.05,102.98,194.3,1554.4,823.84,730.56,1476.68
"SO - 0004413",Online,WARE-NMK1003,2019-05-15,2019-10-26,2019-11-23,2019-12-01,USD,18,24,129,6,2,0.075,301.5,670,1340,603,737,1239.5
"SO - 0004414",Online,WARE-NMK1003,2019-08-23,2019-10-26,2019-11-22,2019-11-24,USD,20,19,147,6,7,0.05,450.31,958.1,6706.7,3152.17,3554.53,6371.36
"SO - 0004416",Distributor,WARE-MKL1006,2019-08-23,2019-10-26,2019-11-23,2019-12-03,USD,21,3,361,46,8,0.05,103.18,187.6,1500.8,825.44,675.36,1425.76
"SO - 0004418",In-Store,WARE-XYS1001,2019-08-23,2019-10-26,2019-11-17,2019-11-18,USD,1,8,55,45,5,0.05,468.53,743.7,3718.5,2342.65,1375.85,3532.58
"SO - 0004421",Wholesale,WARE-XYS1001,2019-08-23,2019-10-27,2019-11-14,2019-11-18,USD,28,13,13,39,6,0.075,113.9,227.8,1366.8,683.4,683.4,1264.29
"SO - 0004425",In-Store,WARE-UHY1004,2019-08-23,2019-10-27,2019-11-14,2019-11-21,USD,6,34,236,44,5,0.05,470.34,904.5,4522.5,2351.7,2170.8,4296.38
"SO - 0004426",In-Store,WARE-MKL1006,2019-08-23,2019-10-27,2019-11-03,2019-11-13,USD,11,35,348,29,1,0.075,159.46,234.5,234.5,159.46,75.04,216.91
"SO - 0004429",Distributor,WARE-NMK1003,2019-08-23,2019-10-28,2019-11-18,2019-11-24,USD,20,45,190,14,1,0.05,569.5,837.5,837.5,569.5,268,795.62
"SO - 0004432",In-Store,WARE-NMK1003,2019-08-23,2019-10-28,2019-11-05,2019-11-06,USD,11,26,126,47,1,0.1,646.68,850.9,850.9,646.68,204.22,765.81
"SO - 0004433",Online,WARE-NBV1002,2019-05-15,2019-10-28,2019-11-06,2019-11-16,USD,18,33,76,10,8,0.075,552.08,690.1,5520.8,4416.64,1104.16,5106.74
"SO - 0004434",In-Store,WARE-NMK1003,2019-05-15,2019-10-28,2019-11-21,2019-11-25,USD,7,43,146,46,4,0.3,77.05,167.5,670,308.2,361.8,469
"SO - 0004438",Online,WARE-NMK1003,2019-08-23,2019-10-29,2019-11-01,2019-11-02,USD,14,25,169,34,1,0.075,704.04,951.4,951.4,704.04,247.36,880.04
"SO - 0004462",In-Store,WARE-MKL1006,2019-08-23,2019-11-01,2019-11-05,2019-11-15,USD,10,6,365,46,2,0.1,502.5,837.5,1675,1005,670,1507.5
"SO - 0004466",Online,WARE-XYS1001,2019-08-23,2019-11-02,2019-11-29,2019-12-09,USD,20,10,17,34,4,0.4,85.36,174.2,696.8,341.44,355.36,418.08
"SO - 0004473",Wholesale,WARE-XYS1001,2019-08-23,2019-11-03,2019-11-05,2019-11-09,USD,26,5,13,21,4,0.05,171.19,234.5,938,684.76,253.24,891.1
"SO - 0004478",Online,WARE-NMK1003,2019-08-23,2019-11-04,2019-11-23,2019-12-03,USD,16,1,110,18,6,0.2,637.84,750.4,4502.4,3827.04,675.36,3601.92
"SO - 0004481",In-Store,WARE-NMK1003,2019-05-15,2019-11-04,2019-11-29,2019-12-01,USD,6,15,170,7,7,0.2,409.37,871,6097,2865.59,3231.41,4877.6
"SO - 0004482",Online,WARE-NMK1003,2019-08-23,2019-11-04,2019-11-16,2019-11-19,USD,20,50,189,17,7,0.1,572.65,743.7,5205.9,4008.55,1197.35,4685.31
"SO - 0004485",Distributor,WARE-NBV1002,2019-08-23,2019-11-04,2019-11-15,2019-11-25,USD,22,7,65,8,2,0.15,357.38,850.9,1701.8,714.76,987.04,1446.53
"SO - 0004496",In-Store,WARE-MKL1006,2019-05-15,2019-11-06,2019-11-20,2019-11-21,USD,6,10,337,42,2,0.05,208.77,254.6,509.2,417.54,91.66,483.74
"SO - 0004497",Distributor,WARE-NMK1003,2019-08-23,2019-11-06,2019-11-29,2019-12-05,USD,21,22,95,10,2,0.05,689.83,884.4,1768.8,1379.66,389.14,1680.36
"SO - 0004498",In-Store,WARE-PUJ1005,2019-08-23,2019-11-06,2019-11-11,2019-11-19,USD,3,2,323,40,3,0.1,144.72,268,804,434.16,369.84,723.6
"SO - 0004499",In-Store,WARE-NMK1003,2019-05-15,2019-11-06,2019-12-02,2019-12-03,USD,4,48,104,29,3,0.075,175.88,234.5,703.5,527.64,175.86,650.74
"SO - 0004513",In-Store,WARE-NMK1003,2019-08-23,2019-11-08,2019-11-11,2019-11-15,USD,3,15,144,35,5,0.05,114.57,201,1005,572.85,432.15,954.75
"SO - 0004515",In-Store,WARE-UHY1004,2019-08-23,2019-11-08,2019-12-02,2019-12-09,USD,9,20,211,12,4,0.05,88.44,201,804,353.76,450.24,763.8
"SO - 0004519",Distributor,WARE-MKL1006,2019-08-23,2019-11-09,2019-12-04,2019-12-09,USD,22,39,350,21,2,0.15,124.75,254.6,509.2,249.5,259.7,432.82
"SO - 0004523",In-Store,WARE-XYS1001,2019-05-15,2019-11-10,2019-11-25,2019-12-05,USD,2,29,37,42,4,0.075,104.79,227.8,911.2,419.16,492.04,842.86
"SO - 0004527",In-Store,WARE-MKL1006,2019-08-23,2019-11-11,2019-11-26,2019-12-02,USD,5,15,364,27,3,0.2,129.44,187.6,562.8,388.32,174.48,450.24
"SO - 0004536",In-Store,WARE-MKL1006,2019-08-23,2019-11-12,2019-11-28,2019-12-02,USD,1,41,330,13,4,0.075,187.6,268,1072,750.4,321.6,991.6
"SO - 0004542",Online,WARE-MKL1006,2019-08-23,2019-11-13,2019-11-26,2019-11-29,USD,15,1,364,40,1,0.15,112.56,268,268,112.56,155.44,227.8
"SO - 0004545",Online,WARE-NMK1003,2019-08-23,2019-11-13,2019-11-29,2019-12-07,USD,14,23,135,13,8,0.1,695.06,891.1,7128.8,5560.48,1568.32,6415.92
"SO - 0004553",In-Store,WARE-MKL1006,2019-08-23,2019-11-14,2019-12-09,2019-12-19,USD,3,26,329,17,3,0.05,83.55,194.3,582.9,250.65,332.25,553.76
"SO - 0004555",In-Store,WARE-MKL1006,2019-08-23,2019-11-14,2019-12-01,2019-12-10,USD,10,38,353,37,4,0.4,68.68,167.5,670,274.72,395.28,402
"SO - 0004559",Online,WARE-PUJ1005,2019-08-23,2019-11-14,2019-12-10,2019-12-15,USD,17,5,280,12,3,0.4,365.89,850.9,2552.7,1097.67,1455.03,1531.62
"SO - 0004570",Wholesale,WARE-UHY1004,2019-08-23,2019-11-15,2019-12-01,2019-12-09,USD,28,6,237,34,6,0.05,374.53,871,5226,2247.18,2978.82,4964.7
"SO - 0004576",Online,WARE-NMK1003,2019-08-23,2019-11-16,2019-12-12,2019-12-13,USD,13,36,181,34,3,0.05,506.52,904.5,2713.5,1519.56,1193.94,2577.82
"SO - 0004578",Distributor,WARE-NMK1003,2019-08-23,2019-11-16,2019-11-26,2019-12-02,USD,25,21,174,25,8,0.05,515.9,938,7504,4127.2,3376.8,7128.8
"SO - 0004584",Online,WARE-XYS1001,2019-08-23,2019-11-16,2019-12-07,2019-12-15,USD,13,18,37,29,2,0.05,91.92,187.6,375.2,183.84,191.36,356.44
"SO - 0004587",In-Store,WARE-PUJ1005,2019-08-23,2019-11-17,2019-11-20,2019-11-23,USD,9,49,300,32,4,0.15,675.83,877.7,3510.8,2703.32,807.48,2984.18
"SO - 0004590",Online,WARE-NMK1003,2019-08-23,2019-11-17,2019-12-06,2019-12-10,USD,18,20,107,33,3,0.05,688.09,871,2613,2064.27,548.73,2482.35
"SO - 0004593",In-Store,WARE-XYS1001,2019-08-23,2019-11-17,2019-12-06,2019-12-07,USD,3,6,22,8,5,0.1,352.76,783.9,3919.5,1763.8,2155.7,3527.55
"SO - 0004594",Online,WARE-NMK1003,2019-08-23,2019-11-17,2019-12-03,2019-12-04,USD,19,36,117,10,2,0.15,147.4,268,536,294.8,241.2,455.6
"SO - 0004614",Online,WARE-PUJ1005,2019-05-15,2019-11-19,2019-12-03,2019-12-08,USD,13,12,309,32,7,0.1,150.08,187.6,1313.2,1050.56,262.64,1181.88
"SO - 0004623",Wholesale,WARE-UHY1004,2019-08-23,2019-11-20,2019-12-07,2019-12-11,USD,27,44,218,9,7,0.15,564.01,924.6,6472.2,3948.07,2524.13,5501.37
"SO - 0004625",Wholesale,WARE-PUJ1005,2019-08-23,2019-11-21,2019-12-14,2019-12-19,USD,28,11,274,12,5,0.2,90.45,180.9,904.5,452.25,452.25,723.6
"SO - 0004629",Distributor,WARE-NMK1003,2019-08-23,2019-11-22,2019-12-03,2019-12-13,USD,21,49,108,46,6,0.05,680.99,810.7,4864.2,4085.94,778.26,4620.99
"SO - 0004639",In-Store,WARE-MKL1006,2019-08-23,2019-11-23,2019-12-15,2019-12-23,USD,1,34,358,32,7,0.15,768.83,904.5,6331.5,5381.81,949.69,5381.78
"SO - 0004642",Online,WARE-NMK1003,2019-08-23,2019-11-23,2019-11-30,2019-12-03,USD,19,33,122,1,2,0.15,405.22,964.8,1929.6,810.44,1119.16,1640.16
"SO - 0004647",In-Store,WARE-MKL1006,2019-08-23,2019-11-24,2019-12-14,2019-12-19,USD,9,5,343,17,4,0.3,95.54,207.7,830.8,382.16,448.64,581.56
"SO - 0004650",Online,WARE-NMK1003,2019-08-23,2019-11-24,2019-12-22,2019-12-31,USD,15,18,128,15,3,0.05,377.88,944.7,2834.1,1133.64,1700.46,2692.4
"SO - 0004651",Online,WARE-XYS1001,2019-08-23,2019-11-24,2019-12-09,2019-12-13,USD,14,13,50,32,4,0.1,389.14,884.4,3537.6,1556.56,1981.04,3183.84
"SO - 0004654",In-Store,WARE-NMK1003,2019-08-23,2019-11-24,2019-12-13,2019-12-14,USD,8,3,151,47,6,0.075,128.24,194.3,1165.8,769.44,396.36,1078.36
"SO - 0004666",In-Store,WARE-PUJ1005,2019-08-23,2019-11-26,2019-11-28,2019-12-03,USD,8,27,278,23,1,0.2,536.27,777.2,777.2,536.27,240.93,621.76
"SO - 0004671",In-Store,WARE-XYS1001,2019-08-23,2019-11-26,2019-12-09,2019-12-16,USD,8,37,9,3,3,0.05,118.59,201,603,355.77,247.23,572.85
"SO - 0004679",In-Store,WARE-MKL1006,2019-08-23,2019-11-27,2019-12-09,2019-12-16,USD,4,12,359,20,8,0.2,99.43,187.6,1500.8,795.44,705.36,1200.64
"SO - 0004682",In-Store,WARE-PUJ1005,2019-08-23,2019-11-27,2019-12-14,2019-12-24,USD,11,20,320,16,4,0.15,150.08,214.4,857.6,600.32,257.28,728.96
"SO - 0004695",Online,WARE-MKL1006,2019-08-23,2019-11-29,2019-12-14,2019-12-22,USD,15,28,335,38,3,0.075,106.53,201,603,319.59,283.41,557.78
"SO - 0004696",Distributor,WARE-PUJ1005,2019-08-23,2019-11-29,2019-12-17,2019-12-18,USD,25,42,304,8,1,0.15,582.9,971.5,971.5,582.9,388.6,825.78
"SO - 0004697",In-Store,WARE-XYS1001,2019-08-23,2019-11-29,2019-12-26,2019-12-31,USD,3,24,33,16,4,0.3,594.02,958.1,3832.4,2376.08,1456.32,2682.68
"SO - 0004709",In-Store,WARE-MKL1006,2019-08-23,2019-11-30,2019-12-10,2019-12-18,USD,1,13,341,33,7,0.2,122.21,214.4,1500.8,855.47,645.33,1200.64
"SO - 0004710",In-Store,WARE-PUJ1005,2019-08-23,2019-11-30,2019-12-07,2019-12-16,USD,2,35,283,46,7,0.075,525.75,891.1,6237.7,3680.25,2557.45,5769.87
"SO - 0004715",Distributor,WARE-NMK1003,2019-08-23,2019-11-30,2019-12-19,2019-12-28,USD,25,32,113,7,7,0.05,119.6,234.5,1641.5,837.2,804.3,1559.42
"SO - 0004716",In-Store,WARE-NMK1003,2019-08-23,2019-12-01,2019-12-04,2019-12-10,USD,11,2,198,20,6,0.075,410.84,978.2,5869.2,2465.04,3404.16,5429.01
"SO - 0004717",In-Store,WARE-NMK1003,2019-08-23,2019-12-01,2019-12-22,2019-12-27,USD,8,43,190,2,6,0.2,155.31,254.6,1527.6,931.86,595.74,1222.08
"SO - 0004721",In-Store,WARE-PUJ1005,2019-08-23,2019-12-01,2019-12-15,2019-12-25,USD,12,21,270,38,8,0.05,132.66,201,1608,1061.28,546.72,1527.6
"SO - 0004735",Wholesale,WARE-PUJ1005,2019-08-23,2019-12-03,2019-12-06,2019-12-11,USD,25,29,296,23,8,0.075,485.01,850.9,6807.2,3880.08,2927.12,6296.66
"SO - 0004738",Wholesale,WARE-UHY1004,2019-08-23,2019-12-03,2019-12-12,2019-12-20,USD,28,30,212,21,3,0.075,644.88,837.5,2512.5,1934.64,577.86,2324.06
"SO - 0004743",Online,WARE-XYS1001,2019-08-23,2019-12-04,2019-12-10,2019-12-11,USD,13,3,41,46,5,0.4,472.75,984.9,4924.5,2363.75,2560.75,2954.7
"SO - 0004749",In-Store,WARE-NMK1003,2019-08-23,2019-12-05,2019-12-22,2019-12-25,USD,12,11,103,34,2,0.15,678.44,817.4,1634.8,1356.88,277.92,1389.58
"SO - 0004755",Distributor,WARE-XYS1001,2019-08-23,2019-12-05,2019-12-08,2019-12-11,USD,23,26,33,31,1,0.075,711.81,857.6,857.6,711.81,145.79,793.28
"SO - 0004757",In-Store,WARE-NBV1002,2019-08-23,2019-12-06,2019-12-21,2019-12-27,USD,7,1,80,12,3,0.05,125.96,268,804,377.88,426.12,763.8
"SO - 0004760",Online,WARE-UHY1004,2019-08-23,2019-12-06,2019-12-28,2020-01-07,USD,19,44,252,28,7,0.05,400.46,931.3,6519.1,2803.22,3715.88,6193.14
"SO - 0004763",Online,WARE-XYS1001,2019-08-23,2019-12-06,2019-12-30,2020-01-09,USD,15,44,45,19,3,0.05,653.25,837.5,2512.5,1959.75,552.75,2386.88
"SO - 0004764",Wholesale,WARE-UHY1004,2019-08-23,2019-12-06,2019-12-30,2020-01-03,USD,27,34,232,13,2,0.05,282.94,690.1,1380.2,565.88,814.32,1311.19
"SO - 0004768",Online,WARE-PUJ1005,2019-08-23,2019-12-07,2019-12-24,2019-12-31,USD,16,19,274,34,2,0.075,501.7,783.9,1567.8,1003.4,564.4,1450.22
"SO - 0004774",Wholesale,WARE-PUJ1005,2019-08-23,2019-12-08,2019-12-20,2019-12-25,USD,28,15,316,29,3,0.15,526.96,958.1,2874.3,1580.88,1293.42,2443.16
"SO - 0004775",Online,WARE-NMK1003,2019-08-23,2019-12-08,2019-12-18,2019-12-26,USD,14,27,189,25,8,0.3,774.52,911.2,7289.6,6196.16,1093.44,5102.72
"SO - 0004780",In-Store,WARE-PUJ1005,2019-08-23,2019-12-09,2019-12-27,2020-01-02,USD,9,7,327,34,7,0.05,428.26,911.2,6378.4,2997.82,3380.58,6059.48
"SO - 0004781",Online,WARE-MKL1006,2019-08-23,2019-12-09,2019-12-14,2019-12-21,USD,16,27,342,37,5,0.05,466.32,777.2,3886,2331.6,1554.4,3691.7
"SO - 0004785",In-Store,WARE-UHY1004,2019-08-23,2019-12-10,2019-12-19,2019-12-25,USD,5,25,212,10,3,0.15,90.45,201,603,271.35,331.65,512.55
"SO - 0004792",Online,WARE-XYS1001,2019-08-23,2019-12-11,2019-12-24,2019-12-31,USD,15,14,1,7,5,0.05,83.75,167.5,837.5,418.75,418.75,795.62
"SO - 0004795",In-Store,WARE-PUJ1005,2019-08-23,2019-12-11,2020-01-08,2020-01-17,USD,12,27,276,21,1,0.1,83.62,174.2,174.2,83.62,90.58,156.78
"SO - 0004797",Online,WARE-NMK1003,2019-08-23,2019-12-11,2020-01-01,2020-01-04,USD,19,49,91,13,8,0.075,98.49,201,1608,787.92,820.08,1487.4
"SO - 0004800",In-Store,WARE-NMK1003,2019-08-23,2019-12-12,2019-12-26,2019-12-27,USD,9,42,202,27,7,0.3,132.66,201,1407,928.62,478.38,984.9
"SO - 0004801",In-Store,WARE-UHY1004,2019-08-23,2019-12-12,2019-12-17,2019-12-21,USD,6,9,231,34,4,0.075,106.13,241.2,964.8,424.52,540.28,892.44
"SO - 0004817",In-Store,WARE-NBV1002,2019-08-23,2019-12-14,2019-12-19,2019-12-25,USD,4,10,62,7,1,0.15,736.87,944.7,944.7,736.87,207.83,803
"SO - 0004818",Online,WARE-NMK1003,2019-08-23,2019-12-14,2020-01-06,2020-01-16,USD,19,26,138,20,3,0.15,131.39,247.9,743.7,394.17,349.53,632.14
"SO - 0004820",Distributor,WARE-NBV1002,2019-08-23,2019-12-14,2019-12-17,2019-12-27,USD,20,41,71,15,2,0.075,612.05,971.5,1943,1224.1,718.9,1797.28
"SO - 0004822",Online,WARE-PUJ1005,2019-08-23,2019-12-15,2019-12-26,2019-12-31,USD,14,25,297,27,7,0.1,813.11,991.6,6941.2,5691.77,1249.43,6247.08
"SO - 0004824",Online,WARE-NMK1003,2019-08-23,2019-12-15,2019-12-31,2020-01-06,USD,18,14,105,24,4,0.05,576.27,944.7,3778.8,2305.08,1473.72,3589.86
"SO - 0004827",Online,WARE-XYS1001,2019-08-23,2019-12-15,2019-12-19,2019-12-27,USD,18,14,17,12,8,0.15,123.01,180.9,1447.2,984.08,463.12,1230.12
"SO - 0004839",In-Store,WARE-NMK1003,2019-08-23,2019-12-16,2020-01-08,2020-01-16,USD,6,10,102,39,5,0.15,740.35,871,4355,3701.75,653.25,3701.75
